Exp_A,Exp_B,Exp_C
0.7970598425334199,0.7964931473985721,0.760630399111494
0.767858647427242,0.7682649861981361,0.7522436743514764
0.803525617763768,0.8038576075714002,0.8101111430521641
0.7906759838369632,0.7875877249495559,0.7719839936847368
0.8077446794347157,0.8051010834007402,0.7818599636110194
0.7958837816959617,0.7939745335320216,0.7424928304450757
0.7923330019682839,0.7921416457360512,0.7734155645179935
0.8305292462591103,0.8303618737118388,0.817978474260808
0.8455705275470726,0.8451453972295954,0.8167878435791222
0.7833795843708311,0.7800050613405027,0.7878753943106951
0.8339407960357669,0.8327616199893697,0.807023865083133
0.7792356219359048,0.7795907400698697,0.7162536140957042
0.808763776206523,0.8067521492128166,0.7880146999718628
0.7457374993471796,0.7475481819601822,0.6883875748041859
0.805378450372194,0.8027145965855842,0.7741629310651519
0.8179743017106804,0.8175150038252201,0.7858082362757532
0.8376924409262259,0.8369737996179045,0.8079728543007972
0.8188279136585115,0.8198509786039995,0.770266583080407
0.8034084192725662,0.802044322083516,0.746302838811673
0.7921331427497968,0.7917202469191271,0.7574158276321097
0.8371511702517846,0.8349596675590628,0.7931472000056892
0.8479159716490834,0.8463396125142486,0.8057288461542285
0.7803354246736695,0.7808744482343996,0.7569512399973657
0.8595240839263408,0.8599647142138369,0.8647951180082736
0.7894407361958007,0.7904624080110041,0.7669167333874112
0.7598479454470597,0.7590861655258125,0.7316605274182555
0.8320309051395247,0.8318500918603815,0.8097723716542293
0.8097774439409837,0.8107245444861491,0.791099795605272
0.8575152005710494,0.8562192222980843,0.8434453812842723
0.7827334490088556,0.7820793274077754,0.7711548929164074
0.8015237789367703,0.8017724376905101,0.7477862618172372
0.8453430197131605,0.8466881893912055,0.8119606374216034
0.8345938335317924,0.8331464554739637,0.7993570244036634
0.7940847119156336,0.7901582103253142,0.7391345543187445
0.7820103947870594,0.7812929326231213,0.7351690779405877
0.784047445993598,0.7839082101712735,0.7741039701488422
0.8120633143188796,0.8105471237923846,0.7945793069948734
0.8519724066743465,0.8513653279768525,0.8315219914936222
0.7227621661789276,0.7241935383727984,0.710535270071063
0.7815705183788576,0.7813190959429107,0.7386014374646613
0.8374683029355434,0.8389590692599093,0.8261166460637445
0.7265240899487229,0.7268489136649802,0.6980847103958201
0.7590178589443805,0.7598054921665607,0.6887556895057474
0.8630389867927575,0.8618786532131086,0.8482409810967697
0.7945933697140641,0.7945771445385208,0.7415515988318914
0.7674434949799014,0.7664071605120888,0.7585409564014887
0.8397149853106611,0.8376186580191535,0.8107512643025631
0.8242195532978531,0.8231924398227215,0.7958450398119062
0.7868643487593998,0.7864874990581728,0.768245420239597
0.802758984082594,0.8005861337502277,0.7697396336088426
0.8036567155578053,0.8037638658189967,0.7909058841379781
0.8436627546018317,0.8445305898372769,0.806081551775622
0.8295669880164817,0.827904202627222,0.7949036931256358
