Model,R2_inner_mean,R2_inner_std,MAE_inner_mean,Mode,Fold
LGBM+XGB+SVM,0.6520859111455458,0.06870980841222206,0.5558076098320777,rdkit2d,0
ET+SVM+kNN,0.650980712329876,0.06544952311343227,0.5590177995163031,rdkit2d,0
LGBM+SVM,0.6506361719033731,0.06709816674089954,0.5599413698057102,rdkit2d,0
RF+ET+XGB,0.6505457288502152,0.06286259209667144,0.5622567866750945,rdkit2d,0
RF+ET,0.649773001090834,0.06447068711829865,0.5625480948898682,rdkit2d,0
ET+XGB+SVM,0.6492759219086658,0.06649782697347498,0.5558908070836324,rdkit2d,0
ET+LGBM+kNN,0.6490903169958957,0.06990227217608333,0.5579269611983955,rdkit2d,0
ET+SVM,0.6485269644526126,0.06457180710962036,0.5607477545896851,rdkit2d,0
ET+LGBM,0.6453248551073145,0.06955711420381258,0.5613373980630555,rdkit2d,0
ET+LGBM+XGB,0.6446521933429769,0.07065120113043145,0.5599262253187945,rdkit2d,0
ET,0.6445938528287366,0.07876692387779644,0.5502850353810185,rdkit2d,0
RF+LGBM+kNN,0.6444257354253252,0.06439265188624016,0.5648390472592643,rdkit2d,0
LGBM,0.6436122677708225,0.08089586238456505,0.5594973712248139,rdkit2d,0
RF+LGBM+XGB,0.6432578200295452,0.06454083712051217,0.5675002924869189,rdkit2d,0
RF+LGBM,0.641374976621946,0.06496422152239444,0.5679347906612023,rdkit2d,0
RF,0.6390658067595448,0.06673815504928607,0.5647695622127846,rdkit2d,0
ET+XGB+kNN,0.6388210673369222,0.07063105286096198,0.5672121823000674,rdkit2d,0
XGB+SVM+kNN,0.6387235818087568,0.06437837141279265,0.5693390568943412,rdkit2d,0
ET+kNN,0.6382616112698826,0.06995433688383496,0.5714135990983078,rdkit2d,0
LGBM+XGB+kNN,0.6370765836860727,0.06971049375099043,0.5742769395837978,rdkit2d,0
LGBM+kNN,0.6354902972221884,0.06711423494424595,0.580039910635316,rdkit2d,0
RF+kNN,0.6354723635248032,0.06275005153444993,0.5749089330524536,rdkit2d,0
RF+XGB+kNN,0.635055714803142,0.0613375325704402,0.576786787601413,rdkit2d,0
XGB+SVM,0.6347608338042502,0.06565464054853414,0.5719140291213145,rdkit2d,0
RF+XGB,0.632856326950004,0.06250311781240235,0.5779747095564335,rdkit2d,0
ET+XGB,0.6321655122941209,0.06786641651122413,0.5714955444404781,rdkit2d,0
LGBM+XGB,0.6272448600928783,0.07331346098630633,0.5836279614539792,rdkit2d,0
SVM,0.6208185951382814,0.06306211915740895,0.5822849995612056,rdkit2d,0
SVM+kNN,0.6185962406082388,0.056718311590073,0.5952575616919238,rdkit2d,0
XGB+kNN,0.5935890156789918,0.07060436393731863,0.6193744394081065,rdkit2d,0
XGB,0.5680678600554765,0.08271005212713571,0.6056917520965831,rdkit2d,0
kNN,0.4851900099710929,0.0876792651666196,0.6854876906743939,rdkit2d,0
ET+LGBM+SVM,0.6646393630382005,0.07926975748985289,0.551617076557272,rdkit2d,1
ET+SVM,0.6620434970323851,0.07579891248167615,0.5503452543571544,rdkit2d,1
RF+ET+SVM,0.6617485435277065,0.09600989466263274,0.5461935879408466,rdkit2d,1
ET+SVM+kNN,0.6609142378830837,0.07429023806090115,0.5520091610118394,rdkit2d,1
ET+XGB+SVM,0.6599568030702434,0.07991528783926481,0.5538615979131742,rdkit2d,1
ET+LGBM,0.6594252991412197,0.08108776536047459,0.5565828348154718,rdkit2d,1
ET+LGBM+kNN,0.658794753396186,0.08042961693828427,0.5579250613623629,rdkit2d,1
ET+LGBM+XGB,0.6569023572543491,0.08053303945589227,0.5582931766958195,rdkit2d,1
LGBM+SVM,0.6555720428011956,0.07652157280952956,0.571336663453408,rdkit2d,1
RF+ET,0.6549732923657887,0.09906717193195047,0.5507811276505896,rdkit2d,1
RF+ET+LGBM,0.6547683384464335,0.09651196568035059,0.5554233006700265,rdkit2d,1
RF+LGBM+SVM,0.6545601020110507,0.09489762023352608,0.560954070156723,rdkit2d,1
LGBM+SVM+kNN,0.6544419536631213,0.07562517265941812,0.5728811195924219,rdkit2d,1
ET,0.654211266100403,0.0864258898013605,0.5520096685754299,rdkit2d,1
RF+ET+kNN,0.654040910409992,0.0984873507624446,0.552782512727571,rdkit2d,1
LGBM+XGB+SVM,0.6537212530709171,0.07631790281937426,0.5705378880720586,rdkit2d,1
RF+SVM,0.6532656666776089,0.09913065424763247,0.5594804376522637,rdkit2d,1
ET+kNN,0.6518312396172915,0.08018893355674288,0.5588540294060491,rdkit2d,1
RF+SVM+kNN,0.6517140939385841,0.09902888003283634,0.5617132961636966,rdkit2d,1
ET+XGB,0.6510872226267609,0.08369543528950735,0.5610921634561676,rdkit2d,1
ET+XGB+kNN,0.6504847550177166,0.08182202916284835,0.5628347248493886,rdkit2d,1
RF+ET+XGB,0.6465995483101462,0.10275925571461796,0.5598855939256071,rdkit2d,1
RF+XGB+SVM,0.6464152191695056,0.1013026800688266,0.5670539155488376,rdkit2d,1
XGB+SVM,0.6431540169576084,0.07541094229787125,0.5768930416864096,rdkit2d,1
XGB+SVM+kNN,0.6422852990076805,0.07351165434862271,0.5798765973773424,rdkit2d,1
LGBM+kNN,0.6393710029853452,0.07698295648328779,0.5867881555151222,rdkit2d,1
RF+LGBM+kNN,0.6393158166440992,0.10114435338977071,0.575397804610922,rdkit2d,1
RF+LGBM,0.6386563395560113,0.10164434283688195,0.5750833397173096,rdkit2d,1
LGBM+XGB+kNN,0.6379531325991618,0.07653820878756634,0.5859832420770805,rdkit2d,1
RF,0.6377814747553245,0.10559499817338115,0.5712179215063976,rdkit2d,1
LGBM,0.6377768984503899,0.08192749463635836,0.5834148654383315,rdkit2d,1
RF+kNN,0.6360136678234415,0.10387829660899199,0.5735648068371189,rdkit2d,1
LGBM+XGB,0.6354388230677016,0.07792503909652913,0.588732527552805,rdkit2d,1
RF+LGBM+XGB,0.6334631939171695,0.1026737841710461,0.5802505437435431,rdkit2d,1
RF+XGB+kNN,0.6272385635562333,0.10558177634909999,0.5829060617936248,rdkit2d,1
RF+XGB,0.6255190361482781,0.10707836456107744,0.583903878229437,rdkit2d,1
SVM+kNN,0.6240807975658462,0.05951911916709108,0.6091182188070544,rdkit2d,1
SVM,0.623525175393008,0.06883245048154166,0.594605428488726,rdkit2d,1
XGB+kNN,0.6090537733564539,0.07543691255859539,0.6093917622237487,rdkit2d,1
XGB,0.5909910854782797,0.09341255627059974,0.609948291669945,rdkit2d,1
kNN,0.4884806439060368,0.07759872060303356,0.7120002390998347,rdkit2d,1
ET+LGBM,0.6595770613035852,0.06088278045315437,0.5618400096332041,rdkit2d,2
ET+LGBM+SVM,0.6594471452217489,0.054991689944836705,0.5608815227074537,rdkit2d,2
ET+LGBM+kNN,0.6588924487140903,0.06007046516369897,0.5617734913723661,rdkit2d,2
RF+ET+LGBM,0.6574765552417042,0.05686050755120861,0.5615988533823708,rdkit2d,2
RF+ET+SVM,0.6556600880683512,0.05514662977576137,0.5559329862638498,rdkit2d,2
ET,0.6552653510691663,0.07824940383135513,0.5502570517347809,rdkit2d,2
ET+SVM,0.6551761703004688,0.0645001388695832,0.5608638744943212,rdkit2d,2
ET+LGBM+XGB,0.6548493035864467,0.05789667831914999,0.5660217864880506,rdkit2d,2
ET+SVM+kNN,0.6547953424549317,0.06422949362193206,0.5606876640870161,rdkit2d,2
RF+ET,0.6525486785043829,0.06303393131019858,0.560019348397377,rdkit2d,2
RF+ET+kNN,0.6525048664609903,0.06304633288585466,0.5594863386669503,rdkit2d,2
ET+XGB+SVM,0.6512404050932551,0.056293336602388055,0.5628115587740471,rdkit2d,2
ET+kNN,0.6511488453629484,0.07850347561926374,0.5636802788637225,rdkit2d,2
RF+LGBM+SVM,0.6482658037793158,0.037735042516511295,0.5692807630055218,rdkit2d,2
ET+XGB,0.6479038369587703,0.06615972766139348,0.5677341301995795,rdkit2d,2
RF+ET+XGB,0.6478335642586063,0.059620492306582305,0.564086461201611,rdkit2d,2
ET+XGB+kNN,0.6467778335148221,0.06560986268814761,0.5678997198101378,rdkit2d,2
LGBM+SVM+kNN,0.643078189114263,0.03548928488340267,0.5771508465621699,rdkit2d,2
LGBM+SVM,0.6427218642930679,0.03683259789563232,0.5777876689220821,rdkit2d,2
RF+LGBM+kNN,0.6420869790031045,0.039644730614644665,0.5787138060029807,rdkit2d,2
RF+LGBM,0.6415331932039345,0.03965731672890256,0.5799109539143731,rdkit2d,2
RF+SVM+kNN,0.6408361146724869,0.03698094878430896,0.5687194684558008,rdkit2d,2
RF+SVM,0.6404726671000464,0.038039637997464786,0.5703391617572942,rdkit2d,2
LGBM,0.6402965820842417,0.033891792310032594,0.5727844223335476,rdkit2d,2
LGBM+XGB+SVM,0.6400868878072198,0.03601808931720585,0.5785380408415486,rdkit2d,2
RF+XGB+SVM,0.6382883692669641,0.03570797765108098,0.5701247023413913,rdkit2d,2
RF+LGBM+XGB,0.6376752692720024,0.03831509036169135,0.5817035506005499,rdkit2d,2
LGBM+kNN,0.6355987475760592,0.03961254352120885,0.5894621865780472,rdkit2d,2
LGBM+XGB+kNN,0.6321292354541117,0.03879340379337204,0.5899344542485935,rdkit2d,2
LGBM+XGB,0.6315490610001268,0.03930945115536641,0.5914237346070346,rdkit2d,2
RF,0.627619071016937,0.03545525592367462,0.5794789412346835,rdkit2d,2
XGB+SVM,0.6274013117642506,0.03374360163678034,0.5787785788470241,rdkit2d,2
XGB+SVM+kNN,0.6267129583953146,0.03379177755553446,0.5788017625389928,rdkit2d,2
RF+kNN,0.622120334313423,0.04098685439337405,0.5889195271933574,rdkit2d,2
RF+XGB+kNN,0.6211061926914315,0.03830581846128429,0.5889574604441483,rdkit2d,2
RF+XGB,0.6191859086858666,0.03774855877727036,0.5904531970222424,rdkit2d,2
SVM,0.6097984692899603,0.02692935779690975,0.5930523290800807,rdkit2d,2
SVM+kNN,0.6034294406292195,0.0365144472322393,0.6099957889560212,rdkit2d,2
XGB+kNN,0.5952634260962129,0.036940968454990473,0.6144818650683807,rdkit2d,2
XGB,0.5853232091549867,0.0262813593959673,0.6012060078671522,rdkit2d,2
kNN,0.4658105673911038,0.059978114755298705,0.7089219947361984,rdkit2d,2
ET+LGBM+SVM,0.6645125821076473,0.03697467843517398,0.5473141285877684,rdkit2d,3
LGBM,0.6612893820934638,0.038406232099059794,0.5495260378649739,rdkit2d,3
ET+LGBM+kNN,0.6610360883360069,0.03553543936659666,0.5493582716469854,rdkit2d,3
ET+LGBM,0.6607362603659717,0.035298139330853406,0.5489157963179558,rdkit2d,3
ET+LGBM+XGB,0.660115989538923,0.031290635035200395,0.5467184729079673,rdkit2d,3
LGBM+SVM+kNN,0.6599625725816993,0.033527000722816364,0.5622180199708107,rdkit2d,3
LGBM+SVM,0.6598591957501199,0.03337500850694456,0.5624369241152178,rdkit2d,3
LGBM+XGB+SVM,0.659149720557747,0.028405313926076856,0.5559100422253015,rdkit2d,3
RF+LGBM+SVM,0.6588157421247642,0.034439997544101514,0.5519389349930283,rdkit2d,3
RF+ET+LGBM,0.6582221522777159,0.03379530436135267,0.544851663013609,rdkit2d,3
ET+XGB+SVM,0.6550883152379932,0.031138883767890445,0.5513315064861828,rdkit2d,3
RF+ET+SVM,0.654271302655441,0.03851766926628253,0.5495875440718072,rdkit2d,3
RF+XGB+SVM,0.6526719034616489,0.03594512659586587,0.5555750547553915,rdkit2d,3
RF+ET+XGB,0.6508292641344511,0.03197365755753482,0.5496073574338818,rdkit2d,3
RF+LGBM+XGB,0.6497010349520466,0.029987931637931106,0.558966841202165,rdkit2d,3
RF+LGBM,0.6495152970649277,0.03239878082635825,0.5609986521944381,rdkit2d,3
LGBM+kNN,0.6493845762446018,0.036241952795907806,0.571000346194592,rdkit2d,3
RF+LGBM+kNN,0.648798849712005,0.03217222180631825,0.5608464806010925,rdkit2d,3
RF+SVM+kNN,0.6480333256533599,0.03813820681716035,0.5616623114892254,rdkit2d,3
LGBM+XGB+kNN,0.6477214955903822,0.027953507204806712,0.5635095607205691,rdkit2d,3
RF+SVM,0.6475516923357126,0.03949112443862707,0.5622849540895423,rdkit2d,3
ET+XGB+kNN,0.6475252035258927,0.02696250123141786,0.5573117942819612,rdkit2d,3
RF+ET+kNN,0.6475220873682925,0.035029416145785384,0.5544059794994673,rdkit2d,3
RF+ET,0.6474042101018671,0.035102022297520116,0.5536342592339656,rdkit2d,3
ET+XGB,0.6468811686329803,0.0267600889888034,0.5564343518829171,rdkit2d,3
LGBM+XGB,0.6465054764558439,0.026827881178585113,0.5678741094979911,rdkit2d,3
XGB+SVM+kNN,0.6454030844292423,0.025262075058068524,0.5663966755777119,rdkit2d,3
XGB+SVM,0.6453249590239264,0.026116425787565404,0.567238901158101,rdkit2d,3
ET+SVM+kNN,0.6445188228452652,0.038617256150663075,0.5640132308759227,rdkit2d,3
ET+SVM,0.6441997848561692,0.038674353873212886,0.5630328553263473,rdkit2d,3
ET,0.6374188093139036,0.028418902253969768,0.5521170062262604,rdkit2d,3
RF+XGB,0.6341507049414423,0.03210245202150154,0.5730887805904703,rdkit2d,3
RF+XGB+kNN,0.6331979301561275,0.030492183621117858,0.5747703809674009,rdkit2d,3
ET+kNN,0.6325139100837954,0.033668876320021336,0.5686341245055309,rdkit2d,3
RF,0.6305556226645128,0.0333207709349437,0.577143585199343,rdkit2d,3
RF+kNN,0.6270669240124402,0.035136205561537466,0.5821607108480495,rdkit2d,3
SVM,0.6217650412329532,0.03861127634254818,0.580720772473365,rdkit2d,3
XGB,0.6157712856656603,0.021640520854387675,0.5811090939130655,rdkit2d,3
XGB+kNN,0.6116205467843377,0.020000847904855377,0.5977979871185063,rdkit2d,3
SVM+kNN,0.6085630300577451,0.03929705217473143,0.6083582161420674,rdkit2d,3
kNN,0.453418823405568,0.044962191906780954,0.7187218637137189,rdkit2d,3
RF+ET+SVM,0.6702159073602669,0.04999730608241653,0.5664707684872271,rdkit2d,4
RF+ET+LGBM,0.6682089842872703,0.05321348767607751,0.5691608848995363,rdkit2d,4
RF+ET,0.6671611885555508,0.04906883257216125,0.5695687581832799,rdkit2d,4
ET+LGBM+SVM,0.666515177532094,0.05511859591128637,0.5720122252105899,rdkit2d,4
ET+LGBM,0.6644371386140986,0.05280755820816475,0.5741583845239118,rdkit2d,4
RF+ET+kNN,0.6641683333701234,0.04898227751912143,0.5727487018751891,rdkit2d,4
RF+LGBM+SVM,0.6625162986520949,0.055196835172685026,0.57597243807615,rdkit2d,4
ET+SVM,0.6622658469759359,0.04770346118388136,0.5747225935359357,rdkit2d,4
ET+LGBM+kNN,0.6617590880456736,0.05208119322301433,0.5773352630611593,rdkit2d,4
RF+ET+XGB,0.6615643081601057,0.05742683614968155,0.5724511850318963,rdkit2d,4
ET+LGBM+XGB,0.6613877838907376,0.056635068795343795,0.5771711667371752,rdkit2d,4
ET+SVM+kNN,0.6585911952135268,0.04730184387413644,0.5787340236489074,rdkit2d,4
RF+SVM,0.6584932902687439,0.05070268166495605,0.579064935188754,rdkit2d,4
ET,0.6581476926714029,0.049385120754490926,0.565391427937463,rdkit2d,4
ET+kNN,0.6561254973545088,0.04694360820949585,0.5839320851257576,rdkit2d,4
ET+XGB+SVM,0.6561143651791375,0.06018016090111827,0.576432120144259,rdkit2d,4
RF+LGBM,0.6551161182362656,0.05312293966187777,0.5829263854793669,rdkit2d,4
RF+SVM+kNN,0.654976576063785,0.05017885432084026,0.5821771201552857,rdkit2d,4
LGBM+SVM,0.6537290606003145,0.0564480659481348,0.5876806493348228,rdkit2d,4
ET+XGB,0.653521131940659,0.05947847146617302,0.5815679020540307,rdkit2d,4
RF+LGBM+kNN,0.6523011524484186,0.05390089493972451,0.586505831566865,rdkit2d,4
RF+LGBM+XGB,0.65141350704394,0.05726447957022539,0.5874216666785006,rdkit2d,4
ET+XGB+kNN,0.6513605055525697,0.060392989775143624,0.5838179371926532,rdkit2d,4
RF+XGB+SVM,0.6509987272936104,0.06018538674030108,0.5813585483511525,rdkit2d,4
LGBM+SVM+kNN,0.6499279329010719,0.05618671881899683,0.5901301673104061,rdkit2d,4
LGBM+XGB+SVM,0.6497758818387654,0.059765829933940355,0.5896172900635481,rdkit2d,4
RF,0.6469653143936467,0.0527021529638996,0.5822761938911658,rdkit2d,4
RF+kNN,0.6420037233898382,0.053492459084139944,0.5934335453062954,rdkit2d,4
LGBM+kNN,0.6405794320628738,0.052239966692619745,0.6003083925431311,rdkit2d,4
LGBM,0.6400144847456452,0.051547639266216236,0.5891460138429127,rdkit2d,4
LGBM+XGB,0.637826397502139,0.05332411552566051,0.6011076244538363,rdkit2d,4
RF+XGB,0.6370528245650879,0.06035184837158262,0.5921376623771255,rdkit2d,4
LGBM+XGB+kNN,0.63694168031957,0.054718111686428525,0.6015202721121408,rdkit2d,4
RF+XGB+kNN,0.634274942197402,0.06210579024364975,0.5963148849887445,rdkit2d,4
XGB+SVM,0.625561022944249,0.06218729443046519,0.608260766105041,rdkit2d,4
XGB+SVM+kNN,0.6206582651121029,0.06261237712631104,0.6126104833896252,rdkit2d,4
SVM,0.6151975942377177,0.056381161724356484,0.6084950467889207,rdkit2d,4
SVM+kNN,0.6028709037082342,0.05443121636774983,0.6359800263313147,rdkit2d,4
XGB+kNN,0.5942985340645517,0.0643943739474646,0.6413124808461957,rdkit2d,4
XGB,0.5812575725425112,0.06819436277646738,0.6155852450404323,rdkit2d,4
kNN,0.47926042856406975,0.08174172615107889,0.7287043222915702,rdkit2d,4
RF+ET,0.6590367118276381,0.039922764214142564,0.5472896070246698,rdkit2d,5
RF+ET+kNN,0.6585822192696751,0.0387354376496721,0.5503276517515798,rdkit2d,5
ET,0.6581460417265873,0.03755184798027998,0.539661634375903,rdkit2d,5
RF+ET+SVM,0.6572428528245016,0.03478935437953429,0.5476624158726868,rdkit2d,5
RF+ET+LGBM,0.6567633518535064,0.039320475713172605,0.5494073980923553,rdkit2d,5
ET+LGBM+kNN,0.6546828019759612,0.03559162145014044,0.5554292954594573,rdkit2d,5
ET+LGBM,0.6545673581745248,0.03553090686831551,0.5526860281693664,rdkit2d,5
ET+kNN,0.654226284055927,0.03172914068100485,0.5544600230883869,rdkit2d,5
ET+LGBM+SVM,0.6536896616950986,0.03324902764337747,0.5533955955608569,rdkit2d,5
RF+ET+XGB,0.6534952501238136,0.039832459293372556,0.5518960287526371,rdkit2d,5
ET+LGBM+XGB,0.6517679459535357,0.03831582715274049,0.5547715069607022,rdkit2d,5
ET+XGB+kNN,0.6509849623813513,0.034861445528678835,0.5561114706676029,rdkit2d,5
ET+SVM+kNN,0.6505372277424579,0.02631147885933335,0.5577039862223531,rdkit2d,5
ET+XGB+SVM,0.6504219637722203,0.031829421608268196,0.554105167090728,rdkit2d,5
ET+SVM,0.650419821021441,0.026096969247210243,0.5553704970129274,rdkit2d,5
ET+XGB,0.6494216645091304,0.035554751014661,0.5546186769516702,rdkit2d,5
RF+LGBM+SVM,0.6429782989334131,0.03671051069953354,0.563138230233455,rdkit2d,5
RF+SVM,0.6405073194424726,0.03395558819581224,0.5648409356026065,rdkit2d,5
RF+LGBM+kNN,0.639965319798611,0.039052675931747244,0.5721904675408844,rdkit2d,5
RF+SVM+kNN,0.639422171804283,0.03326163683062036,0.5680280509358144,rdkit2d,5
RF+XGB+SVM,0.6386177954987607,0.034682197748481775,0.5660701311735887,rdkit2d,5
RF+LGBM,0.6383982492510502,0.04031117396840999,0.5701411265068475,rdkit2d,5
RF+kNN,0.63591722879734,0.04120798626090231,0.5737801949644984,rdkit2d,5
RF,0.6342316752838021,0.04220019344330435,0.5707764181042558,rdkit2d,5
LGBM+XGB+SVM,0.6339309993471521,0.035558640161773264,0.5735431152159712,rdkit2d,5
RF+XGB+kNN,0.6335913529308402,0.039475453550408025,0.5772425433363351,rdkit2d,5
RF+LGBM+XGB,0.6333509616421493,0.04045487301549955,0.5753599339047767,rdkit2d,5
LGBM+SVM+kNN,0.6326419793408267,0.03031725889998584,0.5810418249684106,rdkit2d,5
LGBM+XGB+kNN,0.6312921981607004,0.03709495456532033,0.5842114518694034,rdkit2d,5
LGBM+SVM,0.630974808568264,0.030339487748820396,0.577756955222308,rdkit2d,5
RF+XGB,0.6307944214012531,0.0412637621977142,0.5762745870591653,rdkit2d,5
LGBM+kNN,0.6275402188634128,0.03273190320175659,0.5893235429045224,rdkit2d,5
LGBM+XGB,0.6259963941386846,0.03780877137445139,0.5851085657444683,rdkit2d,5
LGBM,0.6244225777585083,0.041243580767225285,0.5750699616981871,rdkit2d,5
XGB+SVM+kNN,0.6234390296021838,0.02883112697050285,0.5873744901318896,rdkit2d,5
XGB+SVM,0.6211350055312639,0.03023103185861735,0.5858804520853447,rdkit2d,5
XGB+kNN,0.6073077394611739,0.03328638980892433,0.611482110413554,rdkit2d,5
XGB,0.5931001427404153,0.051889784829626376,0.5841811103499781,rdkit2d,5
SVM+kNN,0.580366553101934,0.008595204339892006,0.6368326728739906,rdkit2d,5
SVM,0.5792928884915132,0.02869223480155085,0.6201854457931792,rdkit2d,5
kNN,0.49061091913005034,0.032840008026112096,0.7157673537189504,rdkit2d,5
RF+ET+SVM,0.6734090789328748,0.05872940011259554,0.5419974166682427,rdkit2d,6
RF+LGBM+SVM,0.67303328523302,0.06261028756933947,0.5489692930669156,rdkit2d,6
ET+LGBM+SVM,0.6725886848830938,0.05368443587190569,0.5468036105791386,rdkit2d,6
RF+SVM,0.6702090771128087,0.06397262631592983,0.5496547163341738,rdkit2d,6
RF+SVM+kNN,0.6677864244970118,0.065031041838916,0.5502691640474069,rdkit2d,6
LGBM+SVM,0.6676621749279988,0.05438816514245445,0.5590421007856257,rdkit2d,6
LGBM+SVM+kNN,0.6666766490870633,0.05415566059964427,0.5599876380534358,rdkit2d,6
RF+ET+LGBM,0.6665792668186296,0.06287280333443351,0.5512763906073952,rdkit2d,6
LGBM+XGB+SVM,0.6663377236263439,0.055772221898531704,0.5589052203119469,rdkit2d,6
RF+XGB+SVM,0.6652476951423741,0.07182403459772285,0.5499652105045528,rdkit2d,6
RF+ET,0.6635875783027184,0.06234074577075459,0.550582771411432,rdkit2d,6
ET+LGBM,0.6630191929918183,0.05643583302788796,0.558755597475875,rdkit2d,6
ET+LGBM+XGB,0.6619608436240132,0.05788128858914046,0.5587530738092313,rdkit2d,6
ET+LGBM+kNN,0.6618704338490105,0.05604620849685091,0.5586916762924041,rdkit2d,6
RF+ET+kNN,0.6613144830996752,0.06300205933097437,0.5524194531080044,rdkit2d,6
ET+SVM,0.6609718791699211,0.04195410464980856,0.5571420186703517,rdkit2d,6
ET,0.6588447737060827,0.04513126997211077,0.5381971114511986,rdkit2d,6
ET+SVM+kNN,0.6582267786658498,0.04260319934377296,0.5595476986256096,rdkit2d,6
RF+LGBM+kNN,0.6581401090812473,0.07082370143628554,0.5664697858577364,rdkit2d,6
RF+ET+XGB,0.6577447827167701,0.06877886550882237,0.554473200645916,rdkit2d,6
ET+XGB+SVM,0.6575458964970793,0.04913593950063076,0.5591735202363726,rdkit2d,6
RF+LGBM,0.6566827738679608,0.07201332228128236,0.5683522176346131,rdkit2d,6
RF,0.6554159705270205,0.08141853961643723,0.5623225805825717,rdkit2d,6
RF+LGBM+XGB,0.6524850223961008,0.07762237355758372,0.569790387188893,rdkit2d,6
RF+kNN,0.6500437046296897,0.08019878141797329,0.5698381924680024,rdkit2d,6
LGBM+kNN,0.6493511198043107,0.060139165277481636,0.5827780687552824,rdkit2d,6
LGBM,0.6491896587575056,0.06369797752182901,0.5648163988052227,rdkit2d,6
LGBM+XGB+kNN,0.6471595109386705,0.06266247890349685,0.5840411215062344,rdkit2d,6
LGBM+XGB,0.6423563175693614,0.06422543084099304,0.5905233796166534,rdkit2d,6
RF+XGB+kNN,0.6418290868069001,0.08576991412282105,0.5780294283175864,rdkit2d,6
RF+XGB,0.6418208081708083,0.08594526846992931,0.5777492937894368,rdkit2d,6
ET+kNN,0.6410286659104962,0.039036069996210246,0.5765998179536733,rdkit2d,6
XGB+SVM,0.6398581589953828,0.04997745122088349,0.5864483367369812,rdkit2d,6
XGB+SVM+kNN,0.6391836597505176,0.0501174860183152,0.5882803580319506,rdkit2d,6
ET+XGB+kNN,0.6372595064742984,0.05240713177560598,0.5786861209837888,rdkit2d,6
ET+XGB,0.6361736215123517,0.05324824956123002,0.5803861037216429,rdkit2d,6
SVM,0.6356128075546004,0.04797789709716488,0.5826465038258234,rdkit2d,6
SVM+kNN,0.6271561872154809,0.04046318603671512,0.6038799363747303,rdkit2d,6
XGB+kNN,0.5934167598469691,0.057949837878621464,0.6435258957289914,rdkit2d,6
XGB,0.574804251489905,0.07679728427117498,0.6309341053962069,rdkit2d,6
kNN,0.5058461172374662,0.05802127283579887,0.7018626565533885,rdkit2d,6
RF+ET+SVM,0.6570764455991702,0.06514387947949936,0.5537056934525415,rdkit2d,7
ET+LGBM+SVM,0.6533945326324224,0.06443831780341523,0.5571651220755077,rdkit2d,7
ET+SVM+kNN,0.6530506711402204,0.06505105803409028,0.5607779652322551,rdkit2d,7
ET+SVM,0.6521548456023656,0.06765748797457115,0.560199227806849,rdkit2d,7
RF+ET+kNN,0.6503259188544991,0.06614887250902465,0.5616468200513304,rdkit2d,7
RF+ET,0.6503019735349627,0.06713493649439392,0.5616457625001792,rdkit2d,7
RF+ET+LGBM,0.6499548881944621,0.06617143383394734,0.5594841210398365,rdkit2d,7
ET+LGBM,0.6471271337528252,0.06621494084942149,0.5643329724057622,rdkit2d,7
RF+LGBM+SVM,0.6470620680046995,0.05584867767519853,0.5649918883842011,rdkit2d,7
ET+XGB+SVM,0.6468563071026044,0.06903837711726919,0.5572282937476276,rdkit2d,7
ET+LGBM+kNN,0.6467940371597374,0.06596546545525919,0.564409139394549,rdkit2d,7
RF+SVM+kNN,0.6466252850218068,0.053540621422659924,0.567644809201842,rdkit2d,7
RF+SVM,0.6460964082616512,0.056702507314827975,0.5675860328394531,rdkit2d,7
RF+ET+XGB,0.6449329747618991,0.06847638877590695,0.5620790173637612,rdkit2d,7
ET+kNN,0.64474061437593,0.07014095874016732,0.5683274423481459,rdkit2d,7
ET,0.6440371681640518,0.07070323852827201,0.5542646587868969,rdkit2d,7
RF+XGB+SVM,0.643344116752406,0.0589093118469507,0.5643215614426328,rdkit2d,7
ET+LGBM+XGB,0.642085147088438,0.06897034674325776,0.5637784879964134,rdkit2d,7
LGBM+SVM,0.6406167771670658,0.05186634062379404,0.5767799542048726,rdkit2d,7
LGBM+SVM+kNN,0.6402070414457323,0.051127185642831516,0.5772617048561217,rdkit2d,7
ET+XGB+kNN,0.6377227139393475,0.0709181851754893,0.5677055825533298,rdkit2d,7
LGBM+XGB+SVM,0.6373009790347425,0.05868899403745928,0.5716525834100109,rdkit2d,7
ET+XGB,0.6371614712607063,0.071022803102713,0.567477882289713,rdkit2d,7
RF+LGBM+kNN,0.6334212551806772,0.05563723342217964,0.5804010989240013,rdkit2d,7
RF+LGBM,0.6326668710861737,0.054943292061725706,0.5816481964693072,rdkit2d,7
RF+LGBM+XGB,0.6296421982689269,0.05716794159667641,0.579621078560066,rdkit2d,7
XGB+SVM+kNN,0.6272897579945566,0.06199184428304954,0.5785178351584169,rdkit2d,7
RF,0.6265829769369905,0.05670726869888805,0.5824974379046701,rdkit2d,7
XGB+SVM,0.6262056397639848,0.062335346450231914,0.5785740878699126,rdkit2d,7
RF+kNN,0.6259035865880297,0.05589727496209309,0.5894318384028006,rdkit2d,7
RF+XGB+kNN,0.6243909611901872,0.05842615921169335,0.5862597507748546,rdkit2d,7
LGBM+kNN,0.6221224728317809,0.052214271361124706,0.6013601993280823,rdkit2d,7
RF+XGB,0.6215174157419925,0.057742988766124104,0.5876520445707062,rdkit2d,7
LGBM,0.6211877519283389,0.05408305551722191,0.5881226401165287,rdkit2d,7
